funding_total_usd,funding_rounds,seed,venture,angel,grant,private_equity,debt_financing,equity_crowdfunding,convertible_note,undisclosed,product_crowdfunding,post_ipo_equity,post_ipo_debt,secondary_market,round_A,round_B,round_C,founded_year,founded_month,founded_quarter,log_funding_total_usd,log_seed,log_venture,log_angel,log_grant,log_private_equity,log_debt_financing,log_equity_crowdfunding,log_convertible_note,log_undisclosed,log_product_crowdfunding,log_post_ipo_equity,log_post_ipo_debt,log_secondary_market,has_round_A,has_round_B,has_round_C,round_D_plus,days_to_first_funding,market_category_enc_acquired,market_category_enc_closed,geo_cluster_enc_acquired,geo_cluster_enc_closed,country_code_enc_acquired,country_code_enc_closed,status_code
1800000.0,2.0,1000000.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,9.0,3.0,14.403297778421797,13.815511557963774,13.592368256649284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,475.0,0.0395189003436426,0.0309278350515463,0.0987324883255503,0.0527018012008005,0.1037932471863276,0.0521050437682367,0
2700000.0,3.0,450000.0,2250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,750000.0,0.0,2007.0,2.0,1.0,14.80876270134486,13.017005083966255,14.626441218624947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,80.0,0.1164205039096437,0.1059947871416159,0.0800468566966028,0.0504685669660288,0.1037932471863276,0.0521050437682367,0
50000.0,1.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,12.0,4.0,10.819798284210286,10.819798284210286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,23.0,0.0967741935483871,0.0628183361629881,0.0800468566966028,0.0504685669660288,0.1037932471863276,0.0521050437682367,0
5063236.0,1.0,0.0,5063236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5063236.0,0.0,2005.0,1.0,1.0,15.437516560048069,0.0,15.437516560048069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,1831.0,0.1174025974025974,0.0514285714285714,0.1484536082474226,0.0701030927835051,0.1037932471863276,0.0521050437682367,0
8800000.0,2.0,0.0,8800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300000.0,0.0,0.0,2002.0,1.0,1.0,15.990262393084793,0.0,15.990262393084793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,2080.0,0.0697242841993637,0.0461293743372216,0.0800468566966028,0.0504685669660288,0.1037932471863276,0.0521050437682367,0
13400000.0,2.0,0.0,13400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6200000.0,7200000.0,2003.0,1.0,1.0,16.410765339548004,0.0,16.410765339548004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,1262.0,0.1174025974025974,0.0514285714285714,0.0800468566966028,0.0504685669660288,0.1037932471863276,0.0521050437682367,0
445000.0,1.0,0.0,445000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1.0,1.0,13.005831808336865,0.0,13.005831808336865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,116.0,0.1058451816745655,0.0703001579778831,0.0800468566966028,0.0504685669660288,0.1037932471863276,0.0521050437682367,0
13000000.0,1.0,0.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000000.0,0.0,0.0,2006.0,1.0,1.0,16.380459992348886,0.0,16.380459992348886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,757.0,0.0470139771283354,0.0762388818297331,0.0800468566966028,0.0504685669660288,0.1037932471863276,0.0521050437682367,0
500000.0,1.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,10.0,4.0,13.122365377402328,0.0,0.0,13.122365377402328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.1335268505079825,0.0725689404934687,0.0422700587084148,0.0763209393346379,0.0422700587084148,0.0763209393346379,0
9000000.0,2.0,0.0,9000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,6000000.0,0.0,2009.0,1.0,1.0,16.012735246411598,0.0,16.012735246411598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,578.0,0.0697242841993637,0.0461293743372216,0.1695819745034094,0.0551437889119478,0.1037932471863276,0.0521050437682367,0
25000.0,1.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,7.0,3.0,10.12667110305036,0.0,0.0,10.12667110305036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0552147239263803,0.0490797546012269,0.0679611650485436,0.0679611650485436,0.0679611650485436,0.0679611650485436,0
22392121.0,2.0,0.0,3392121.0,0.0,0.0,0.0,19000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,1.0,1.0,16.924219758537003,0.0,15.036966242228267,0.0,0.0,0.0,16.759949589762293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1694.0,0.04875,0.0420833333333333,0.0233576642335766,0.0321167883211678,0.0233576642335766,0.0321167883211678,0
627300.0,1.0,0.0,627300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,1.0,1.0,13.349181768217152,0.0,13.349181768217152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,4530.0,0.1799410029498525,0.0530973451327433,0.056701030927835,0.0515463917525773,0.056701030927835,0.0515463917525773,0
